20260106_003208,AAPL,0.9856115107913669,0.8234395552943345,0.961±0.025,0.897±0.054,,0.0,0
20260106_003454,AAPL,0.9856115107913669,0.8234395552943345,0.961±0.025,0.897±0.054,2.0,6.027,406
20260106_092320,AAPL,0.9856115107913669,0.8234395552943345,0.961±0.025,0.897±0.054,2.0,6.027,406
